"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","@negative Invalid Destination Port","chromium","2026-02-20","skipped","2026-02-20","ETL Module Tests","agent-studio\etl.spec.js","",""
"","64547","Verify Marketplace UI Load","webkit","2026-04-15","broken","2026-04-15","AI Marketplace Module","marketplace\marketplace.spec.ts","",""
"","1","@sanity Create Source","webkit","2026-04-15","skipped","2026-04-15","Agent Studio - ETL Module","agent-studio\etl.spec.ts","",""
"","0","Verify Projects Observability","webkit","2026-04-15","skipped","2026-04-15","Agent Studio - Observability Module","agent-studio\observability.spec.ts","",""
"","62018","Verify Try Live Chat","webkit","2026-04-15","broken","2026-04-15","AI Marketplace Module","marketplace\marketplace.spec.ts","",""
"","0","Verify MAN Observability","chromium","2026-04-15","skipped","2026-04-15","Agent Studio - Observability Module","agent-studio\observability.spec.ts","",""
"","0","Global Login Setup","webkit","2026-04-15","skipped","2026-04-15","","setup\auth.setup.spec.ts","",""
"","0","Verify user can edit a component","firefox","2026-04-15","skipped","2026-04-15","Agent Studio – Components","agent-studio\components\components.spec.ts","",""
"","63929","@regression Verify Dashboard","chromium","2026-02-24","broken","2026-02-24","Agent Studio - CPAAS Module","agent-studio\cpaas.spec.js","",""
"","0","@regression Create Destination","chromium","2026-02-20","skipped","2026-02-20","ETL Module Tests","agent-studio\etl.spec.js","",""
"","0","@smoke @ui AGP-001 Verify user can open AGP module","chromium","2026-04-15","skipped","2026-04-15","Agent Studio - AGP Module","agent-studio\agp.spec.ts","",""
"","0","@regression Create Template","firefox","2026-04-15","skipped","2026-04-15","Agent Studio - CPAAS Module","agent-studio\cpaas.spec.ts","",""
"","1","Wrong OTP should not login","chromium","2026-04-15","skipped","2026-04-15","Authentication – Negative Login","auth\login.negative.spec.js","",""
"","0","View Project","firefox","2026-04-15","skipped","2026-04-15","Vanij Agent Studio - Projects Module","agent-studio\projects.spec.ts","",""
